review,label
"Havoc by plays Duke. He's the jock, the captain of the soccer team, and eventually Bynes' object of affection, unfortunately he's also Sebastian's room mate (who is Bynes.) He's a good leading man, and the chemistry is perfect between them. Laura Ramsey is Olivia, who happens to be attracted to Sebastian (who again is Bynes.) She does good as well although her part is small and she doesn't really effect the rest of the cast one way or another. James Kirk is great in his small role as the real Sebastian. His resemblance to Amanda Bynes is astonishing...they are absolutely believable as twins and further more, from a distance you could understand someone believing Bynes is Sebastian. The rest of the cast all fit in there somewhere and their roles range from brief to more supporting but essentially they are all supporting the story between Bynes and Tatum but everyone is more or less supporting Bynes terrific performance. She easily carries the film with no hesitations and makes it worth while.<br /><br />This is one of those films that shows so much in the trailer and yet it's not one of those films that when that part comes up it's not funny anymore. The parts in the trailer that make you laugh are even more hilarious in the actual film. Relative newcomer director Andy Fickman does such an incredible job on this film. He weaves together a potentially complicated storyline and makes it flow naturally and makes everything fall together. The story which is loosely based off of Shakespeares Twelfth Night but it's remarkable how much they managed to translate over to this modern day film. It's seemingly completely off the wall but more exact to the classic comedy than you'd think. There isn't too much to say about a downside except that the last half hour drags a little and also becomes a might predictable but it doesn't change the hilarity of the first half of the film. Nonetheless you'll be laughing to tears and it's one of the funniest films in the theater right now hands down!!! 9/10",1
"The club scenes in this film are extremely believable, Tim Curry is in his most venal mode, and there are enough drugs and violence here for two movies, maybe even three. What more do you require from an evening's entertainment? Pump up the volume.",1
"bowls is hard work cracked me up. And when his roommate shows interest by joining the club and calling bingo number. Jack buying all the raffle tickets to win the meat tray. Bloody great movie if you are into lawn bowls as you can relate to it, if your not a lawn bowler forget it i think. The Evans Head Bowlo would rate as the best club in Aus, friendly people, great company.Hi to Evans Head Bowlo Steve",1
"One of his lesser known films, many horror fans have yet to catch this Dario Argento offering, which is unfortunate. It is underappreciated mostly because of the fact that really not enough people have seen it. The film boasts grade-A Argento gore, with his customary close-ups set to savage rock scores. While it true that this script is not very complex, it is not nearly as bad as other entries in its genre, or his own personal resume for that matter.<br /><br />This movie symbolizes more of the 'dread' that he likes to portray in his films by his own admission. Worth a good look on any night.",1
"Just saw this movie 2 days ago. A very interesting look at people and our world through the world of wine. I have no special interest in wine, and yet I found this very enlightening. The director gave me the impression that he has the ability to show people as they are. While he exposes a lot of things that are below the surface he manages not to take a stand and leave that for the viewer. He shows a lot of compassion to people (and dogs) and sympathy and let people tell their story and in the same time exposes what they don't want to tell.<br /><br />The movie shows us where our world is going to, what are the benefits and what is the heavy price we pay. It is a movie about the love of wine and the love of making it big, personal and global, character and formula.<br /><br />The real stars of the people for me are the older wine makers with their disillusioned look at the world and themselves.<br /><br />It takes some time to get use to the hectic camera moves and editing, but it's worth it.<br /><br />Highly recommended.",1
"Good grief sethrp-1, you COMPLETELY missed the point. The girl was only seen briefly specifically BECAUSE she was the one who was going to kill herself...everyone else was so wrapped up in their own stories they didn't notice her, nor did we. As one of the other students says at the end - we're all so wrapped up in our own problems we don't notice what's going on for someone else. <br /><br />The director himself said if he had killed off one of the others, it would've suggested their problems were worse than someone else's. The whole point of killing Kelly was that she was unnoticed by all of us. Get it now??",1
"sprezzatura!",1
"powers behind the throne. Lifted way above the average by Mrs. Astor's intelligent performance.",1
"here in Germany it was only shown on TV one time. today, as everything becomes mainstream, it's absolute impossible, to watch a film like this again on the screen. maybe it's the same in USA, or especially GB. The Message is a brutal truth : Find friends to make your ideas come a bit closer to reality, or you become a loser, if not an asshole instead.<br /><br />The whole film is not particularly as simple, as it may seem here. Every little scene, every sentence, every behavior of the characters show a sharp look at what could happen, when one person is not accepted in a sadistic crowd, which calls itself normal.<br /><br />Very well played by all this is a must seen. Who is the main character? John (not Cox, folks, remember ;-) ore Niles (who still is Bimbo) Decide and you will get the plot as it is intended.<br /><br />A bitter look at what society becomes in a repressive system. Kind of Salingers Catcher in the rye and Goldings Lord of the flies thought to the very end.<br /><br />The Final maybe change your own mind. Word",1
"Black Orpheus) and have never forgotten it. I don't think I ever want to see it again--it was just too much. <br /><br />SPOILER AHEAD!!!! The scene which will not leave me is when Pixote meets a prostitute who has to abort her own fetus. You don't see her do it...but you get a quick glance at what she got out. It's almost 20 years later and just recalling that scene upsets me. SPOILER END!!!!!<br /><br />The movie gets more brutal as it goes along and ends the only way it can. What's all the more harrowing is stories like this really did happen in Brazil in 1981...and are STILL happening today.<br /><br />A harrowing brutal film...but it should be seen if you can handle it. I'm surprised this got an R rating--I've seen X rated film that are less graphic. A 10.",1
"Now this is the sort of film we used to get weekly . Now-a-days it is rare to see a drama that depends on the cast talking to each other.<br /><br />There are no explosions, car chases or any chases,there are implied sexual situations.This is not film for the younger crowd, It is for those that appreciate people talking to each other,They do argue a lot as we have married couple having mid life problems.<br /><br />Emily Watson & Tom Wilkinson are seemingly a very happy middle aged loving man & wife. Now living in this same small London suburb, handsome, Rupert Everett returns home to visit his wealthy father.<br /><br />He of course meets Emily Watson, It would be easy for anyone to be smitten by Emily. I say no more, except that as the credits begin there is a fatal accident,the rest of the film is about the repercussions of this accident & all the lies the various characters tell..<br /><br />The acting by this trio & the others is excellent.<br /><br />Julien Fellows wrote the screenplay based on a novel by Nigel Balchin. He also directed, this was his first directorial attempt & he did very well. The entire production is first rate.<br /><br />The film had a few month theatrical run in late 2005, is under 80 theatres. This to me is a shame, Stupid comedies open on at least 2000 screens but real good drams as this & many others open in only a few.<br /><br />By the way there are some very funny lines regarding certain situations.<br /><br />Ratings: ***1/2 (out of 4) 95 points (out of 100) IMDb 9 (out of 10)",1
"This movie has all the qualities to be good, Stan -singing (?), dancing, falling- is very funny, I think he handled his character in the best way possible. it's a parody and very well done, maybe times can change, there's another audience, but if you want to laugh, come on, see it!",1
"Excellent performances and a solid, but not overplayed story, helped this movie exceed my expectations. This movie was far better than I was expecting after some of the reviews I had read - but frankly those reviewers just got it wrong. Very inspiring and uplifting. Highly recommended!",1
"This is a classic animated film from the cartoon series! Most of the major characters get alot of screen time plus do extra characters aswell! The film`s focus is on the superstar characters vacation and each one has his/her very unique summer fun! Its very funny from beginning to end! It has excellent color, great music and believe it or not I have seen this more than any movie. Its that great and in MY opinion its perfect!",1
"Danger UXB. A series about defusing UneXploded Bombs, hence the name. That one you can get from your local library.<br /><br />Pete",1
"If you prick us, do we not bleed? and so forth.There is much more human in Shylock's character than in one of Antonio's, who spits on the good Jew.Al Pacino is unbeatable as Shylock.He gives such a strong performance.Jeremy Irons is also terrific as Antonio.Lynn Collins is most beautiful and brilliant in the role of Portia.Zuleikha Robinson does great job as Jessica, and Charlie Cox as Lorenzo is also very good.Kris Marshall plays Gratiano, and he does a good job.In the role of Nerissa we see Heather Goldenhersh.Mackenzie Crook plays Launcelot Gobbo.As in Shakespeare plays usually, also this one contains most brilliant dialogue.The movie paints a fantastic portray of the era.It deals with some great issues, in a Shakespearian way.",1
"Based on actual events of 1905, silent film THE BATTLESHIP POTEMKIN concerns an Imperial Russian ship on which abominable conditions lead to a mutiny. Shocked by conditions on the ship, citizens of the port city Odessa rally to the mutineers' support--and in consequence find themselves at the mercy of Imperial forces, who attack the civilian supporters with savage force.<br /><br />POTEMKIN is a film in which individual characters are much less important than the groups and crowds of which they are members, and it achieves its incredible power by showing the clash of the groups and crowds in a series of extraordinarily visualized and edited sequences. Amazingly, each of these sequences manage to top the previous one, and the film actually builds in power as it moves from the mutiny to the citizen's rally to the massacre on the Odessa steps--the latter of which is among the most famous sequences in all of film history. Filming largely where the real events actually occurred, director Eisenstein's vision is extraordinary as he builds--not only from sequence to sequence but from moment to moment within each sequence--some of the most memorable images ever committed to film.<br /><br />To describe POTEMKIN as a great film is something of an understatement. It is an absolute essential, an absolute necessity to any one seriously interested in cinema as an art form, purely visual cinema at its most brilliant, often imitated, seldom equaled, never bested.<br /><br />Gary F. Taylor, aka GFT, Amazon Reviewer",1
"Upstairs/Downstairs but also superb in many acting roles). Like the other commentator, I would like to see it again. I'm certain the production remains timeless, and I would hope that it has been or will be released on VHS or DVD. If you get a chance to see it, do not miss it.",1
"I wandered into Blockbuster with a friend the other night having decided that we were too broke and too lazy to do active. She decided she wanted to watch Closer, which seemed like such a repellant idea that I had to rent another film for once she'd gone to bed. Looking around I didn't see much that interested me, but saw The Doll Master in the new releases section. Just based on the cover sleeve (A woman with a doll-like face crying tears of blood) I thought this would be interesting enough to rent.<br /><br />As for the film itself, watching it in an almost empty house, with all the lights turned off it was pretty scary. I must admit I've always had a bit of a phobia of dolls since I was a kid (and watched an awful film called Asylum, one of the stories in it involved a mental patient creating a doll which killed people. Lame, but scary at the time) and the first three quarters of this film really hit the spot for me. The first half hour in particular was awesome. The creepy foreboding atmosphere really set the scene well, and without moving the dolls seemed genuinely threatening. But unfortunately as soon as they did start to move it all got a bit cheesy, I was a bit disappointed when moments that could have been genuinely frightening made me laugh because of the way they were filmed.<br /><br />As for the characters, it's a horror film, you're not really expecting anything memorable. I found I remembered names and faces better than most Asian horror films I've seen, which suggests there must have been some hidden character development that I didn't consciously notice. The typical stereotypes are out in force in this movie each one having some kind of character quirk that sets them apart from the others, from shy and quiet Yeong-ha and her doll Damien, to the outgoing bimbo Seon-yeong.<br /><br />The plot itself was fairly cool, even though the ending, which bought together many of the loose strands of plot, seemed a bit confused and didn't really do anything for me, although it did have a couple of really",1
"I would just like to say that The Cure was a fabulious movie to help inform how people who are HIV positive have to function in life. Expecially a young boy who cant go to school because he could contaminate someone. and the ignorance of the boys who called them FAGGOTS. that just shows how much children are not educated about aids.",1
"Sharky's Machine is easily one of Burt Reynolds best efforts. It also stands as one of the best contemporary crime dramas. Erotic and violent, the movie distinguishes itself by setting the story in Atlanta, and delivering a chaotic detective case, to you(the viewer), on a silver platter. Dedicated and determined, Sharky must stop the murder of Dominoe, a lovely lady of the night, who's clientel is anything but ordinary. Before long, Sharky's crimefighting Machine uncovers a conspiracy of the highest order, which threatens to corrupt the inner body of Atlanta. As a resident of Metro Atlanta, I recall the excitement in town during the movie's production. Sharky's Machine goes to great lengths to give an accurate portrayal of Atlanta. Twenty years removed and 2,000,000-more people later, the film stands the test of time. Trust me, Atlanta has not changed. One of the highlights of the picture is Dar Robinson's daring stunt(a classic, symbolic ending). It was even featured on That's Incredible, ABC's reality show of the period. It's just too bad that Hollywood does not make enough films like this one. Kick back, each your popcorn, and watch sterling silver cinema action.",1
"What is worth mentioning that is omitted in the other reviews I have read here, is the subtext of how the law shaped the lives and behaviour of gays in the era portrayed in the film. While Courtenay's character is evidently gay, he is not the only one: the often talked about Mr. Davenport-Scott is the other, and the reason that he is never seen, the reason alluded to that he has disappeared seems to be that he has been detained by the police for homosexual activity - a criminal offense in England at the time.<br /><br />We can read under the surface that this recent event has unsettled Norman, Courtenay's character: and we can also see in a passing remark by Oxenby, the Edward Fox character, the quick renunciation of any connection to such a person when the law is involved: the fear of association affects many of the characters, and is part of the portrait the film paints of a time and the people who inhabit it. The abandonment of Courtenay at the end by Sir has been anticipated all the way through, if this subtext is included: it also makes sense of both the otherwise inexplicable omission of his Dresser from the list of those he gives thanks to. The flamboyance combined with the fear of exposure produces the combination of yearning and fear that Courtenay has to 'step into the footlights', as he does when he makes the announcement about the imminent air raids, a scene that would otherwise be gratuitous, but that is both a symbolic and literal depiction of the man's inner torment.<br /><br />So while the drama is of the decline of Finney's Sir, a great deal of the tragedy of the film and play comes from the 'fatal flaw' of Courtenay's gayness, and makes this a film about him, as the title suggests.<br /><br />The art direction, pacing and cinematic style of this film seem to come from another time, more distant than the eighties and, in some ways, even than the second world war. The implicit portrait of a society still clinging to an older moral order, and the sympathy of the character racked and ruined by th",1
"Secretos (Secrets). Well there's a secret that has an important part in the movie but come on, ! We are not stupid. We know there's a novel behind this.<br /><br />Anyways, the movie is pretty interesting and it's carried by it's solid ramatic performances. The always beautiful and stunning Jordana Brewster and Christopher Eccleston deliver great performances and have such great chemistry between them. Cameron Dìaz is also good although she has minimal on-screen time. Blythe Danner is perfect and his last appearance in the movie is touching, sad. Great performances. <br /><br />Jordana's character and her sister's ex-boyfriend travel to Europe in order for her to deal with his demons and understand why her sister died. Through flashbacks, we learn the sad truth and we can't help but feel sorry for the whole family. The ending is truly moving. <br /><br />So there's nudity but it's minimal. In fact, the sex scenes are artsy and do not intend to be steamy or sexy.<br /><br />To be honest, I kept watching it for Joranda Brewster's on screen charming and beauty. And I ended up liking the story and the dramatic presentations. <br /><br />Give this movie a try if you like solid dramatic features. Great movie. The last, last scene was very sad.. The two little sisters through flashbacks.",1
"friendship before romance, and all the back-washing and tickling scenes with their predictable outcomes, the running through flower fields towards each other, the haze filters, the scenes shot through wildflowers in the foreground, the baby ducks, and so on. It works, but it's definitely contrived.<br /><br />Still, this is a movie about youth and freedom, and that ideal hasn't changed since the 1970s. Young people today are still treated as belongings or as lost pets to be recovered by the police instead of treated as mature human beings who have the same needs of romantic love and freedom as does the adult world, and the ability to be responsible when given that freedom. Therefore the message is universal. It's clear why a sequel wouldn't work: this story is about a magical, year-long reprieve from the real world. Such a situation could never have been extended indefinitely, assuming that it could even happen in the first place, and a story about real life afterward would lack the magical appeal of such an unreal state of existence. I really hope that no teenagers took the film seriously enough to try such a foolish stunt. But I hope equally well that teenagers who were impressed by this film in the '70s learned something from it, and have since then made attempts to make such a magical world a more attainable reality for others, instead of perpetuating society's various hatreds and repressions, especially on their own children.",1
"I just came back from seeing this awesome movie!! I can relate to it so much...It reminded me when my sister had to go to college, we had to move from place to place, and my mom acts like Adele August! Boys might not like this movie since it brings tears to your eyes. One of the best real-life movies I've ever seen!! and Natalie Portman rules!! 10/10",1
"I cant believe how many excellent actors can be on one show. It's the realism and fine acting that makes it look real. This has got to be the best comedy ever created to this day and I love Seinfeld and Everyone Loves Ramond. It is just fabulous and it seems everyone in my family agrees. Thats no isolated opinion of mine. The whole world seems to talk about different incidents and they try to reenact them. My hat off to the crew. Some shows have an actor that makes the whole show. This plot comedy has a slew (8) of them . That's what makes it so amazing. Some people pray for Health , Wealth or fame. I pray that the show never ends. Sicerely John. LKHUBBLE2@talkamerica.net",1
"Wow! Why aren't more British movies like this. Great rights of passage money with a big heart and some stand out performances. The comedy is quirky and original and the kid is really great. One to hunt down and watch. Look out for it! Ten out of ten.",1
"Bullitt.",1
"Love Jones a good story, period. But it is also an excellent portrayal of the urban, middle-income, twenty-something African-American set that is not often seen.",1
"i must say that this movie had a great cast, locations, music and camera work. Cameron Diaz was great, she had a very exciting roll, very uproarish, while Jordana Brewster had a serious roll yet still capturing one. for me Jordana's very nostalgic, she reminds of a female classmate of mine! what realy got me in this movie were the very skillfully planned camera work and the choosing of the locations. the story is very talently written. it is a must see one. the one's who are into mystery movies should watch this one, i guarantee you all that it'll keep you in your seats till the end.",1
"Thank God for the Internet Movie Database!!! When I first got this movie I watched it every night just before before bed and was getting something different out of it every time. But no matter how I sliced it, it came up disturbing. The black and white and all the twitching really freaked me. You stare at the screen unsure of what you are looking at, and just when you think you got it, it becomes clear and it's something completely different. The imagery is VERY disturbing, twitching and straight razors do not sit well with me in any movie. Still everytime I watched it, I was interpreting it somewhat differently (there is no dialogue, ya know), so I decided to check the IMdB for the plot summary. Boy that throws me for a loop, I had no idea that was supposed to be God. Now I'm going to watch it with this in mind and see what happens....",1
"Surface immensely and didn't realise the poor characters would end up in a situation that looked totally untenable  and we'll never know what happened next. I believe that there should be a prominent notice on all such DVD issues, to the effect that the story is unfinished. Nowadays I check on TV series purchases (IMDB is an obvious excellent starting point) to find out whether a 'complete' series is really complete or not. Buyer beware.",1
"Is anything wrong?<br /><br />Baby's father, the anti-change family member, attempts to keep all that is happening a secret. He tells his wife to go back to sleep. However, resist as one can, change is unstopable. DIRTY DANCING is the story of one person waking up just at the final moments of our country's last sleep in innocence.",1
"unusual.. but I strangely find it acceptable despite it's got nothing to do with the historical period portrayed. I'm wondering what would dear old Jane think...:)",1
"scapegoat) for a dangerous escaped murderer.<br /><br />This is a wonderful, hilarious little film with Keaton at his absolute best. In what is essentially a series of chases, Buster gets to exercise his endlessly inventive imagination. Big Joe Roberts appears as the highly suspicious police chief.<br /><br />Born into a family of Vaudevillian acrobats, Buster Keaton (1895-1966) mastered physical comedy at a very early age. An association with Fatty Arbuckle led to a series of highly imaginative short subjects and classic, silent feature-length films - all from 1920 to 1928. Writer, director, star & stuntman - Buster could do it all and his intuitive genius gave him almost miraculous knowledge as to the intricacies of film making and of what it took to please an audience. More akin to Fairbanks than Chaplin, Buster's films were full of splendid adventure, exciting derring-do and the most dangerous physical stunts imaginable. His theme of a little man against the world, who triumphs through bravery & ingenuity, dominates his films. Through every calamity & disaster, Buster remained the Great Stone Face, a stoic survivor in a universe gone mad.<br /><br />In the late 1920's Buster was betrayed by his manager/brother-in-law and his contract was sold to MGM, which proceeded to nearly destroy his career. Teamed initially with Jimmy Durante and eventually allowed small roles in mediocre comedies, Buster was for 35 years consistently given work far beneath his talent. Finally, before lung cancer took him at age 70, he had the satisfaction of knowing that his classic films were being rediscovered. Now, well past his centenary, Buster Keaton is routinely recognized & appreciated as one of cinema's true authentic geniuses. And he knew how to make people laugh...",1
"Frankie Goes To Hollywood's Two Tribes is superb, and probably the best scene in motion picture history. The two officers' who nick Dennis are wonderfully played by Michael Elphick and Patrick Durkin, and Alexei Sayle as the motorcycle cop is a laugh! If you want something good to watch on a Saturday night, then I suggest you rent this. You won't forget it!",1
"A labor of love. Each frame is picture perfect and grabs you. Then the sheer emotion and story-telling take you through a dream that stays with you long after the movie. The director gets your heart and leads it through 100 minutes of visual poetry. You are a part of the emotional ride of the characters. I have seen this movie at 2 festivals and it got with standing ovations at every showing. The remarkable story-telling transcends nationality and language and I felt I was a part of the drama unfolding before me. The casting is as perfect as one can get. Vijay Raaz, Camille and Benoit each hold their own. <br /><br />I strongly recommend this film to everyone who appreciates good cinema. I can't wait for the commercial release of this movie.",1
"Having been raised in Canada, I saw this short many times mostly on the CBC. I have seen it numerous times, at many ages in my life, and each time the reactions are the same. It is a joyous bittersweet, beautifully animated film that tugs at your heart. I am sure I have it on some VHS tape somewhere digging around.<br /><br />Every kid growing up can relate to the situation, and wanting to fit in with your favourite idols. The scene and look on the kids face when his mom is filling out the Eatons catalogue and his jumping around the room is priceless. I haven't seen someone capture that carefree mood of youth on film as well as this little short has.<br /><br />Sure I am a Montreal habs fan, and that makes my appreciation for it more special. But in the end it is the nostalgic look and feel of pond hockey, and the memories of your family telling you that you should be greatful for what you get even if it isn't exactly what you wanted. And oh yeah, the animation is beautiful too ;)<br /><br />Rating 10 out of 10",1
"Ma and Pa with adults, with your family (kids any age or just by yourself like me. They are gentle, but gentle is so refreshing in a society of kids killing kids, a horrible war, inappropriate prime time television and poverty. We don't even get a hint of where all of those children came from! Give me modern plumbing and I'll gladly become a Kettle. Humor does NOT require offensive language. It is hard to follow conversations in shows where every other word is bleeped. Relax, take your shoes off, and climb in your recliner with a good old-fashioned glass of lemonade, and just breathe easy watching Ma sweeping the chickens off the table at lunch time! Pj",1
"Eyes of Alexander, two huge, perfectly matched star sapphires. When Elsa is murdered, Marlowe's interest in solving the case becomes personal, and he sets out through a labyrinth of Los Angeles landmarks, including the Hollywood Bowl, the scatological and esoteric attractions of Hollywood Boulevard, and Santa Catalina Island in pursuit of the rocks, determined to get at them before either of the two wealthy competitors. Throw in cameos by Mike Mazurki and assorted others, the traditional dumb-but-sympathetic ally on the police force, and a plethora of nicely drawn character turns that provide dimension to practically all players, and despite an unfortunate title song, you have, to my mind, a thoroughly enjoyable movie experience.",1
"In a very-near-future world, a corrupt government monitors everyone constantly with computers and surveillance. One man has managed to evade assimilation, and operates outside the system, fighting to preserve his freedom. An engaging and imaginative story and some very interesting editing and camera work. There are some confusing and slow parts, but all in all, an excellent example of what a small crew with brains and talent can do on a shoestring budget.",1
"Respect. Hilary Swank is outstandingly hot in any movie and everything else she does. Movie 9, Hilary Swank 10!",1
"Psycho criminal pure by Carl Schenkel, who is active in Hollywood, like Mrs Soutendijk. Goetz George and Hannes Jaenicke are stealing the spectator's last peace of snugness. They are too able, how can I get calm into a lift next time ?",1
"This is one of the great movies of all time. The story is fascinating and the actors are convincing. Your really identify with the characters. William Wyler proofs with this movie that he is a great director. His craftsmanship is unsurpassed.",1
"Haggard: The Movie is the real life story of Ryan Dunn, and his girlfriend who cheated on him, also with the help from his two friend, 1. A skate boarder who lives for nothing, and, 2. A trying-to-be funny scientist (which doesn't really work) played by Bam Margera and Brandom Dicamillo.<br /><br />The film Haggard The Movie also has a lot of the characters from Jackass, etc, but to say it was written by Bam Margera and Co. this is a very weak attempt, seems to me like it was written when he was bored, or as a project with they did not pay a lot of attention to.<br /><br />The films also stars Bam's girlfriend Jennifer Rivell, who plays Glauren, Ryan's girlfriend who basically cheated on him, again very bad acting by Jennifer, another actor that some people may be interested in is Steve a.k.a Hellboy, played by RakeYohn, which his character does not seem to be with the story, again bad acting, also this character does not really have a lot of lines in this film which basically makes it very boring. but worst of all, is Raab's character, the voice sound like a smoker who basically has throat cancer, also i think he could have been improved! Overall i think the characters in this film aren't with the story, like in one scene, it would be on one certain character, a minute later, a different scene, different character.<br /><br />To say that this is supposed to be a film, sort of a documentary, its not played by the characters as a documentary, the acting makes you think that its a cheap attempt at making a film with your spare time.<br /><br />Towards the middle of the film we start to lose focus on the main character Ryan Dunn, although a lot of the attention is on Bam and Brandon.<br /><br />In conclusion this film is OK, if you laugh at things that aren't very funny, stupid stunts, terrible acting and the occasional nude scene!, Also i think there there are too many scenes of just no talking and just music! 7/10",1
"companion to the book, and I think that is what Anthony Minghella intended. Ralph Fiennes is probably the most beautiful man in the world; not to mention a brilliant actor. Juliette Binoche is the posterchild for vulnerability and childlike enthusiasm. And, of course, I'll go see any film in which Kristin Scott Thomas is featured. She simply must be THE best actress since the likes of Deborah Kerr. So much was promised with this film, and so much is delivered!",1
"T.",1
